node_count,bdd_depth,node_reduction,chance_wrong_output,chance_false_true_output,truth_ratio,levels,time,method
578,31,4.84,36.13,47.43,40.05,2,0.05,ROUNDING_DOWN_3
5227,87,2.6,47.85,64.3,26.57,3,1.4,ROUNDING_DOWN_3
7087,100,2.57,14.94,15.79,79.67,3,2.18,ROUNDING_DOWN_3
2113,57,3.88,14.7,15.77,78.5,3,0.32,ROUNDING_DOWN_3
6975,99,0.47,6.63,7.57,80.99,2,0.49,ROUNDING_DOWN_3
3807,74,2.65,7.3,7.39,91.44,3,0.67,ROUNDING_DOWN_3
1186,44,0.08,3.95,50.0,3.95,2,0.04,ROUNDING_DOWN_3
262,22,4.58,19.12,37.74,31.54,2,0.02,ROUNDING_DOWN_3
1717,51,0.0,0.0,0.0,33.89,1,0.02,ROUNDING_DOWN_3
624,32,10.26,17.1,17.65,79.76,3,0.07,ROUNDING_DOWN_3
6259,94,1.69,33.81,65.51,17.8,3,1.41,ROUNDING_DOWN_3
2851,65,1.19,7.7,33.07,15.57,2,0.25,ROUNDING_DOWN_3
858,38,2.56,20.61,71.65,8.16,3,0.06,ROUNDING_DOWN_3
2971,67,2.19,5.59,5.87,89.71,3,0.39,ROUNDING_DOWN_3
3807,74,1.63,33.02,46.24,38.4,2,0.63,ROUNDING_DOWN_3
6944,99,3.25,45.73,46.65,52.3,3,2.77,ROUNDING_DOWN_3
3545,72,0.93,20.2,41.21,28.81,2,0.32,ROUNDING_DOWN_3
986,40,2.13,15.1,33.59,29.85,2,0.07,ROUNDING_DOWN_3
3935,76,1.52,23.73,74.7,8.04,3,0.54,ROUNDING_DOWN_3
5572,89,0.0,0.0,0.0,55.87,1,0.1,ROUNDING_DOWN_3
5246,87,0.84,16.91,44.6,21.0,2,0.61,ROUNDING_DOWN_3
1419,47,0.0,0.0,0.0,34.54,1,0.02,ROUNDING_DOWN_3
493,30,0.0,0.0,0.0,89.76,1,0.01,ROUNDING_DOWN_3
340,25,7.94,25.88,34.31,49.54,2,0.02,ROUNDING_DOWN_3
2435,61,0.57,9.05,50.0,9.05,2,0.12,ROUNDING_DOWN_3
3297,69,4.0,45.97,56.84,34.9,3,1.01,ROUNDING_DOWN_3
1744,53,1.09,4.56,4.81,90.14,2,0.08,ROUNDING_DOWN_3
1049,41,6.77,50.44,60.75,32.59,3,0.16,ROUNDING_DOWN_3
1803,53,4.05,36.23,55.32,29.26,3,0.34,ROUNDING_DOWN_3
6712,97,4.19,30.17,31.29,66.26,3,3.55,ROUNDING_DOWN_3
537,30,4.1,19.27,34.11,37.23,2,0.05,ROUNDING_DOWN_3
367,26,0.0,0.0,0.0,59.68,1,0.02,ROUNDING_DOWN_3
1103,42,3.72,39.02,68.7,17.78,3,0.16,ROUNDING_DOWN_3
3467,71,1.07,16.58,42.29,22.63,2,0.38,ROUNDING_DOWN_3
3632,73,0.0,0.0,0.0,23.41,1,0.07,ROUNDING_DOWN_3
657,33,6.24,38.52,69.05,17.26,3,0.07,ROUNDING_DOWN_3
2838,65,1.3,19.88,43.34,25.98,2,0.27,ROUNDING_DOWN_3
1178,43,6.03,20.45,22.95,68.67,3,0.18,ROUNDING_DOWN_3
1340,46,0.0,0.0,0.0,86.24,1,0.02,ROUNDING_DOWN_3
3276,69,1.53,21.82,40.4,32.19,2,0.41,ROUNDING_DOWN_3
979,39,0.0,0.0,0.0,37.08,1,0.01,ROUNDING_DOWN_3
76,14,1.32,10.44,50.0,10.44,2,0.0,ROUNDING_DOWN_3
2697,63,1.37,13.97,15.49,76.19,2,0.25,ROUNDING_DOWN_3
256,22,10.94,38.33,62.76,22.74,3,0.03,ROUNDING_DOWN_3
6669,97,0.0,0.0,0.0,51.73,1,0.12,ROUNDING_DOWN_3
4327,79,4.25,24.72,25.47,72.34,3,1.47,ROUNDING_DOWN_3
2515,62,3.94,12.62,13.62,80.0,3,0.52,ROUNDING_DOWN_3
412,28,0.0,0.0,0.0,23.52,1,0.01,ROUNDING_DOWN_3
1519,50,0.39,7.33,50.0,7.33,2,0.04,ROUNDING_DOWN_3
3428,71,1.72,32.06,67.88,15.17,3,0.58,ROUNDING_DOWN_3
6418,96,0.48,4.38,37.91,7.18,2,0.58,ROUNDING_DOWN_3
1316,46,0.0,0.0,0.0,8.48,1,0.02,ROUNDING_DOWN_3
1596,50,1.32,14.04,41.93,19.44,2,0.13,ROUNDING_DOWN_3
2928,66,0.0,0.0,0.0,69.4,1,0.05,ROUNDING_DOWN_3
6272,94,2.85,43.48,55.37,35.05,3,2.48,ROUNDING_DOWN_3
199,20,0.0,0.0,0.0,77.29,1,0.0,ROUNDING_DOWN_3
2856,65,1.23,19.16,44.1,24.29,2,0.3,ROUNDING_DOWN_3
5572,89,0.0,0.0,0.0,83.03,1,0.1,ROUNDING_DOWN_3
2872,66,0.0,0.0,0.0,7.1,1,0.04,ROUNDING_DOWN_3
3593,72,2.95,14.71,16.78,72.91,2,0.77,ROUNDING_DOWN_3
116,16,0.0,0.0,0.0,88.02,2,0.0,ROUNDING_DOWN_3
300,23,7.67,21.34,26.04,60.61,2,0.02,ROUNDING_DOWN_3
622,33,0.0,0.0,0.0,81.99,1,0.01,ROUNDING_DOWN_3
2920,66,3.08,29.95,35.13,55.3,2,0.55,ROUNDING_DOWN_3
6044,93,1.22,21.98,64.08,12.32,3,1.08,ROUNDING_DOWN_3
3258,69,0.0,0.0,0.0,49.59,1,0.06,ROUNDING_DOWN_3
3692,73,6.09,29.73,30.66,67.24,3,1.48,ROUNDING_DOWN_3
4567,81,0.0,0.0,0.0,52.37,1,0.08,ROUNDING_DOWN_3
229,22,5.24,25.81,75.0,8.6,3,0.01,ROUNDING_DOWN_3
486,30,0.0,0.0,0.0,46.22,1,0.01,ROUNDING_DOWN_3
40,11,0.0,0.0,0.0,6.25,1,0.0,ROUNDING_DOWN_3
3477,72,0.0,0.0,0.0,75.31,1,0.05,ROUNDING_DOWN_3
1630,50,5.03,52.39,57.79,38.26,3,0.29,ROUNDING_DOWN_3
2209,59,1.9,29.78,70.91,12.22,3,0.23,ROUNDING_DOWN_3
308,25,23.05,11.77,12.01,86.24,3,0.04,ROUNDING_DOWN_3
3863,76,0.0,0.0,0.0,91.79,1,0.07,ROUNDING_DOWN_3
3090,67,1.65,19.52,33.33,39.06,2,0.36,ROUNDING_DOWN_3
2135,57,1.12,17.93,41.39,25.39,2,0.15,ROUNDING_DOWN_3
128,18,5.47,23.67,75.0,7.89,3,0.01,ROUNDING_DOWN_3
65,13,0.0,0.0,0.0,24.66,1,0.0,ROUNDING_DOWN_3
4809,83,0.0,0.0,0.0,45.91,1,0.07,ROUNDING_DOWN_3
2330,59,0.0,0.0,0.0,57.28,1,0.05,ROUNDING_DOWN_3
961,41,1.25,6.41,75.0,2.14,3,0.04,ROUNDING_DOWN_3
34,11,44.12,8.11,9.45,77.64,3,0.0,ROUNDING_DOWN_3
156,18,0.0,0.0,0.0,72.34,2,0.0,ROUNDING_DOWN_3
253,22,5.14,4.83,5.13,89.31,3,0.01,ROUNDING_DOWN_3
3290,70,0.0,0.0,0.0,89.64,1,0.05,ROUNDING_DOWN_3
6982,99,0.0,0.0,0.0,31.95,1,0.1,ROUNDING_DOWN_3
1849,53,3.08,27.13,29.35,65.31,2,0.23,ROUNDING_DOWN_3
5401,87,2.93,31.54,33.97,61.3,3,1.68,ROUNDING_DOWN_3
1167,44,0.0,0.0,0.0,82.86,1,0.04,ROUNDING_DOWN_3
3367,70,3.03,20.33,22.32,70.74,3,0.75,ROUNDING_DOWN_3
366,26,3.55,4.41,4.97,84.21,3,0.02,ROUNDING_DOWN_3
32,10,18.75,46.97,60.43,30.76,3,0.0,ROUNDING_DOWN_3
6752,97,2.25,40.54,60.03,26.99,3,2.33,ROUNDING_DOWN_3
1455,47,6.87,29.14,31.1,64.56,3,0.29,ROUNDING_DOWN_3
6641,97,0.0,0.0,0.0,67.31,1,0.11,ROUNDING_DOWN_3
769,36,0.0,0.0,0.0,45.77,1,0.03,ROUNDING_DOWN_3
2829,65,1.56,3.21,3.36,92.3,3,0.3,ROUNDING_DOWN_3
1567,49,3.38,26.34,29.28,63.61,2,0.17,ROUNDING_DOWN_3
1868,53,4.6,21.29,23.1,70.88,3,0.34,ROUNDING_DOWN_3
6815,98,0.0,0.0,0.0,82.44,1,0.1,ROUNDING_DOWN_3
6571,97,0.59,6.36,45.06,7.75,2,0.62,ROUNDING_DOWN_3
123,17,0.0,0.0,0.0,28.59,1,0.0,ROUNDING_DOWN_3
171,18,7.02,21.38,38.97,33.48,2,0.01,ROUNDING_DOWN_3
1832,53,0.0,0.0,0.0,69.63,1,0.03,ROUNDING_DOWN_3
1624,50,0.0,0.0,0.0,26.15,1,0.02,ROUNDING_DOWN_3
7125,100,3.12,42.22,47.96,45.81,3,3.26,ROUNDING_DOWN_3
6849,98,2.82,49.23,59.27,33.84,3,3.01,ROUNDING_DOWN_3
5304,87,2.55,41.24,60.02,27.47,3,1.61,ROUNDING_DOWN_3
187,20,11.23,25.17,48.84,26.37,3,0.01,ROUNDING_DOWN_3
6008,93,0.63,5.05,5.2,92.09,2,0.47,ROUNDING_DOWN_3
5654,90,0.0,0.0,0.0,74.59,1,0.1,ROUNDING_DOWN_3
440,28,9.77,45.92,62.91,27.07,3,0.05,ROUNDING_DOWN_3
